Name,email,wikipedia_url,info,is_wiki
Simon Levin,Not found,https://en.wikipedia.org/wiki/Simon_A._Levin,"Simon Asher Levin is an American ecologist and the James S. McDonnell Distinguished University Professor in Ecology and Evolutionary Biology at Princeton University, where he also directs the Center for BioComplexity. He is renowned for his work in mathematical modeling and empirical studies to understand ecosystem patterns and biological diversity. Levin's influential contributions include his highly cited paper ""The Problem of Pattern and Scale in Ecology"" and his editorial work on the Princeton Guide to Ecology and the Encyclopedia of Biodiversity. He has received numerous accolades, including the National Medal of Science and the Kyoto Prize, and is a fellow of several prestigious scientific societies. Levin continues to mentor graduate students and postdoctoral fellows while maintaining an adjunct professorship at Cornell University.",1
Markus Brunnermeier,Not found,https://en.wikipedia.org/wiki/Markus_Brunnermeier,"Markus Konrad Brunnermeier is an economist and the Edwards S. Sanford Professor of Economics at Princeton University, where he also serves as the director of the Bendheim Center for Finance. His research primarily focuses on international financial markets and macroeconomics, with significant contributions to the understanding of bubbles, liquidity, financial crises, and monetary policy. Notable concepts he has developed include CoVaR, the paradox of prudence, and the I Theory of Money. Brunnermeier has received numerous accolades, including the Germán Bernácer Prize and the Smith Breeden Prize, and he is currently the president of the American Finance Association. He is affiliated with several prestigious research organizations and has advised various financial institutions, including the IMF and the Federal Reserve Bank of New York.",1
Warrren B Powell,Not found,N/A,N/A,0
Joseph Subotnik,Not found,N/A,N/A,0
Olga Troyanskaya,Not found,https://en.wikipedia.org/wiki/Olga_Troyanskaya,"Olga G. Troyanskaya is an American scientist and Professor in the Department of Computer Science and the Lewis-Sigler Institute for Integrative Genomics at Princeton University. She also serves as the Deputy Director for Genomics at the Flatiron Institute's Center for Computational Biology. Her research focuses on protein function and interactions within biological pathways through the analysis of genomic data using computational methods. Troyanskaya holds a Bachelor of Science in Computer Science and Biology from the University of Richmond and a Ph.D. in Biomedical Informatics from Stanford University. She has received several accolades, including the Overton Prize from the International Society for Computational Biology and election as a Fellow of both the ISCB and the Association for Computing Machinery for her significant contributions to the field.",1
Paul R. Krugman,Not found,https://en.wikipedia.org/wiki/Paul_Krugman,"Paul Krugman is an influential American New Keynesian economist and the Distinguished Professor of Economics at the Graduate Center of the City University of New York. He was awarded the Nobel Memorial Prize in Economic Sciences in 2008 for his groundbreaking work in new trade theory and economic geography, which elucidates the patterns of international trade and the geographic distribution of economic activity. Krugman has authored or edited 27 books and published over 200 scholarly articles, with notable works including ""International Economics: Theory and Policy."" He served as a columnist for The New York Times from 2000 to 2024 and is recognized for his contributions to international economics, liquidity traps, and currency crises. Currently, he is also a Centennial Professor at the London School of Economics and continues to engage with the public through a daily newsletter on Substack.",1
Alejandro Rodriguez,Not found,N/A,N/A,0
Gabriel Vecchi,Not found,N/A,N/A,0
Joseph E. Stiglitz,Not found,https://en.wikipedia.org/wiki/Joseph_Stiglitz,"Joseph Eugene Stiglitz, born on February 9, 1943, is an influential American New Keynesian economist and public policy analyst, currently a professor at Columbia University. He received the Nobel Memorial Prize in Economic Sciences in 2001 and the John Bates Clark Medal in 1979. Stiglitz is recognized for his critical perspectives on globalization and laissez-faire economics, as well as his advocacy for the Georgist public finance theory. He has authored several significant works, including ""The Great Divide"" and ""People, Power, and Profits,"" and has held prominent roles such as senior vice president and chief economist at the World Bank and chair of the U.S. Council of Economic Advisers. Stiglitz continues to contribute to economic discourse through various initiatives, including the Initiative for Policy Dialogue and his involvement with the Brooks World Poverty Institute at the University of Manchester.",1
F. D. M. Haldane,Not found,N/A,N/A,0
Yu Xie,Not found,https://en.wikipedia.org/wiki/Yu_Xie,"Yu Xie is a Chinese-born American sociologist and a professor of sociology at Princeton University. He previously held a distinguished position at the University of Michigan, where he contributed significantly to quantitative methodology, social stratification, demography, and the sociology of science. Xie has authored and edited several key works, including ""Women in Science: Career Processes and Outcomes"" and ""Is American Science in Decline?"" He has received numerous accolades, including fellowships from the American Academy of Arts and Sciences and the National Academy of Sciences. Xie is also known for his role in directing the China Family Panel Studies, a major social science data collection project in China.",1
Alexander J Smits,Not found,https://en.wikipedia.org/wiki/Alexander_Smits,"Alexander John Smits is an Australian-American engineer and academic, currently serving as the Eugene Higgins Professor of Mechanical and Aerospace Engineering, Emeritus, at Princeton University, where he also directs the Gas Dynamics Laboratory. He specializes in turbulence and fluid mechanics and has contributed significantly to the field through his editorial roles with Efluids.com, the Journal of Fluid Mechanics, and the Journal of Turbulence. Smits was elected to the National Academy of Engineering in 2011 and became a member of the American Academy of Arts and Sciences in 2020. He received the Batchelor Prize in 2020 for his research contributions and was appointed Officer of the Order of Australia in 2023 for his distinguished service in aerospace engineering and education.",1
Uri Hasson,Not found,N/A,"Uri Hasson is a researcher at Princeton University, focusing on cognitive neuroscience and the study of brain activity related to communication and social interactions.",0
Robert O. Keohane,Not found,https://en.wikipedia.org/wiki/Robert_Keohane,"Robert Owen Keohane is an American political scientist renowned for his contributions to international relations and international political economy. He is best known for his influential book ""After Hegemony,"" which critiques hegemonic stability theory and argues for the sustainability of international cooperation without a dominant power. Keohane has held prestigious academic positions at institutions such as Princeton, Harvard, and Duke, and has been recognized as one of the most influential scholars in the field of international relations. He has received numerous awards, including the Johan Skytte Prize and the Balzan Prize for International Relations, and currently serves as Professor Emeritus of International Affairs at the Princeton School of Public and International Affairs.",1
Christopher J. CHANG,Not found,N/A,N/A,0
Rene Carmona,Not found,N/A,N/A,0
Luca Carloni,Not found,https://en.wikipedia.org/wiki/Luca_Carloni,"Luca P. Carloni is a professor and chair of the Department of Computer Science at Columbia University, where he has been a faculty member since 2004. An expert in electronic computer-aided design, he has significantly contributed to methodologies and tools for system-on-chip platforms, heterogeneous computing, and embedded systems. Notably, he developed the Embedded Scalable Platforms (ESP), an open-source platform aimed at simplifying the design of heterogeneous architectures. Carloni has published over 180 scientific papers and received multiple awards, including the Alfred P. Sloan Research Fellowship and the IEEE CEDA Early Career Award. He currently leads the System-Level Design Group and is involved with the Data Science Institute at Columbia University.",1
Christos H PAPADIMITRIOU,Not found,https://en.wikipedia.org/wiki/Christos_Papadimitriou,"Christos Charilaos Papadimitriou is a Greek-American theoretical computer scientist and the Donovan Family Professor of Computer Science at Columbia University. He earned his Bachelor of Arts in electrical engineering from the National Technical University of Athens and his Ph.D. from Princeton University, focusing on combinatorial optimization problems. Papadimitriou has made significant contributions to complexity theory, database theory, and combinatorial optimization, co-authoring influential works such as ""The Complexity of Computing a Nash Equilibrium"" and the widely used textbook ""Computational Complexity."" He has received numerous accolades, including the Gödel Prize, the Knuth Prize, and induction into the National Academy of Engineering and the National Academy of Sciences.",1
Gordana Vunjak-Novakovic,Not found,https://en.wikipedia.org/wiki/Gordana_Vunjak-Novakovic,"Gordana Vunjak-Novakovic is a Serbian American biomedical engineer and University Professor at Columbia University, where she also holds the Mikati Foundation Professorship in Biomedical Engineering and Medical Sciences. She leads the laboratory for Stem Cells and Tissue Engineering and is affiliated with the Irving Comprehensive Cancer Center and the Center for Human Development at Columbia. Her research focuses on engineering human tissues for regenerative medicine, resulting in over 380 scientific publications and numerous patents, and she has co-founded four biotech companies. Vunjak-Novakovic has received significant recognition, including election to the National Academy of Engineering and the National Academy of Medicine, and she was awarded the Sretenje order of the Republic of Serbia in 2021.",1
Kam Leong,Not found,N/A,N/A,0
Jingguang G. Chen,Not found,https://en.wikipedia.org/wiki/Jingguang_Chen,"Jingguang Chen is a Chinese-American chemical engineer and the Thayer Lindsley Professor of Chemical Engineering at Columbia University, with a joint appointment as Senior Chemist at Brookhaven National Laboratory. He is a member of the National Academy of Engineering and has made significant contributions to the understanding and development of novel materials for catalytic and electrocatalytic applications, particularly in bimetallic and transition metal carbide catalysts. Chen has published over 500 peer-reviewed papers and holds more than 20 U.S. patents. His accolades include multiple fellowships and awards from prestigious organizations, reflecting his impact in the field of catalysis.",1
Yufeng Shen,Not found,N/A,"The Shen Lab at Columbia University focuses on human biology and diseases through genomic and computational methods, particularly in computational genomics, human genetics, and computational immunology. Their contributions include developing new computational techniques to identify genetic causes of diseases and understanding immune system dynamics.",0
David Reichman,Not found,N/A,N/A,0
Adam Galinsky,Not found,https://en.wikipedia.org/wiki/Adam_Galinsky,"Adam Daniel Galinsky is an American social psychologist born in 1969, recognized for his contributions to leadership, power, negotiations, decision-making, diversity, and ethics. He currently serves as the Vikram S. Pandit Professor of Business and Chair of the Management Division at Columbia Business School. Galinsky has published over 190 scientific articles and is co-author of the book ""Friend and Foe: When to Cooperate, When to Compete, and How to Succeed at Both,"" released in 2015. He has received multiple teaching awards for his excellence in leadership education and was honored as the Ver Steeg Distinguished Research Fellow at Northwestern University in 2011.",1
Martin Picard,Not found,https://en.wikipedia.org/wiki/Martin_Picard,"Martin Picard is a Canadian chef, author, and television personality known for his innovative culinary contributions. He authored the book Au Pied de Cochon Sugar Shack, featuring 100 recipes centered around maple tree products. Picard gained prominence through his hosting of the Food Network show ""The Wild Chef"" and his appearance on Anthony Bourdain's No Reservations, which highlighted his restaurant Au Pied de Cochon in Montreal. He opened a sugar shack in St Benoit de Mirabel in 2009, where he serves unique dishes such as maple pig's head and lobster pie with layers of crème brûlée and almond cream.",1
Virginia W Cornish,Not found,https://en.wikipedia.org/wiki/Virginia_Cornish,"Virginia Wood Cornish is the Helena Rubinstein Professor of Chemistry at Columbia University. She earned her BA in chemistry in 1991 and completed her PhD focusing on site-specific protein labeling and mutagenesis. Cornish's research utilizes systems biology, synthetic biology, and DNA encoding to generate specific chemical products from various organisms. She has been recognized with several awards, including the Pfizer Award in Enzyme Chemistry and the Irving Sigal Young Investigator Award. Cornish is also noted for her advocacy for ethical practices in genomic research, particularly in the context of the Genome Project-Write initiative.",1
Peter A. Sims,Not found,N/A,N/A,0
James C. Hone,Not found,N/A,N/A,0
Stephanie Schmitt Grohe,Not found,N/A,N/A,0
L F Abbott,Not found,N/A,N/A,0
Mihalis Yannakakis,Not found,https://en.wikipedia.org/wiki/Mihalis_Yannakakis,"Mihalis Yannakakis is a professor of computer science at Columbia University, recognized for his significant contributions to computational complexity, databases, and algorithmic graph theory. He earned his PhD from Princeton University and has held prestigious positions at Bell Laboratories and Stanford University before joining Columbia in 2004. Notable for his work on complexity classes such as Max-NP and Max-SNP, he has also advanced the study of acyclic database schemes and non-two-phase locking. Yannakakis received the Donald E. Knuth Prize in 2005 and is a member of the National Academy of Engineering and the National Academy of Sciences, among other honors.",1
Jonathan S. Owen,Not found,N/A,N/A,0
Nanfang Yu,Not found,N/A,N/A,0
Kenneth Shepard,Not found,N/A,N/A,0
Andrew J. Nathan,Not found,https://en.wikipedia.org/wiki/Andrew_J._Nathan,"Andrew James Nathan is a professor of political science at Columbia University, where he has taught since 1971 and currently chairs the steering committee for the Center for the Study of Human Rights. His research focuses on Chinese politics, foreign policy, human rights, and political culture. Nathan has held various leadership roles, including chair of the Department of Political Science and the Weatherhead East Asian Institute. He is an advisor for several organizations related to human rights and democracy and serves on the editorial boards of prominent journals. His notable works include ""Chinese Democracy,"" ""The Tiananmen Papers,"" and ""China's Search for Security."" In 2013, he received a Berlin Prize Fellowship at the American Academy in Berlin.",1
David Kipping,Not found,https://en.wikipedia.org/wiki/David_Kipping,"David Mathew Kipping is a British astronomer and associate professor at Columbia University, where he leads the Cool Worlds Lab. He earned his MA and MSc degrees in Natural Sciences from the University of Cambridge and completed his PhD in Physics and Astronomy at University College London. Kipping's notable contributions include the discovery of the exoplanet HD 80606b's transit and the founding of the Hunt for Exomoons with Kepler project, which seeks to identify exomoons using Kepler data. He is also known for proposing the halo drive, a novel method of spaceflight, and for his public outreach through the YouTube channel Cool Worlds.",1
Philip Kim,Not found,N/A,N/A,0
Pierre Gentine,Not found,N/A,N/A,0
Sanat K Kumar,Not found,N/A,N/A,0
Louis Brus,Not found,https://en.wikipedia.org/wiki/Louis_E._Brus,"Louis Eugene Brus is an American chemist and the Samuel Latham Mitchell Professor of Chemistry at Columbia University. He is renowned for co-discovering quantum dots, colloidal semiconductor nanocrystals with unique optical and electronic properties, and was awarded the Nobel Prize in Chemistry in 2023 for this work. Brus synthesized quantum dots in solution for the first time in 1982 and developed the Brus equation, which connects particle size to light emission wavelength. His numerous accolades include election to the American Academy of Arts and Sciences and the National Academy of Sciences, as well as the Kavli Prize for nanoscience.",1
Wei Min,Not found,N/A,"Dr. Wei Min's lab at Columbia University focuses on biophotonics, specifically developing stimulated Raman scattering microscopy and metabolic labeling techniques to study small biomolecule distribution and dynamics in living systems.",0
Stefano Fusi,Not found,N/A,N/A,0
Helen H. Lu,Not found,https://en.wikipedia.org/wiki/Helen_H._Lu,"Helen Haiyan Lu is a Chinese American biomedical engineer and the Percy K. and Vida L. W. Hudson professor of biomedical engineering at Columbia University. Her research focuses on therapies for complex tissue systems, particularly the interface between soft tissue and bone, and she directs the biomaterials and interface tissue engineering laboratory. Lu has made significant contributions to regenerative engineering, including the development of scaffolds for stem cell growth and biomaterials for tendon and ligament regeneration. She has received numerous accolades, including the Presidential Early Career Award in 2010 and election as a Fellow of the American Institute for Medical and Biological Engineering in 2011. Lu has been a faculty member at Columbia since 2001 and has held various appointments in related fields.",1
Xiaoyang Zhu,Not found,N/A,N/A,0
Szabolcs Marka,Not found,N/A,N/A,0
Gerard A. Ateshian,Not found,N/A,N/A,0
dmitri basov,Not found,N/A,N/A,0
Pieter Abbeel,Not found,https://en.wikipedia.org/wiki/Pieter_Abbeel,"Pieter Abbeel, born in 1977 in Antwerp, Belgium, is a prominent professor of electrical engineering and computer sciences at the University of California, Berkeley, where he directs the Berkeley Robot Learning Lab and co-directs the Berkeley AI Research Lab. He is recognized for his significant contributions to robotics and machine learning, particularly in deep reinforcement learning. Abbeel co-founded Covariant, a startup focused on teaching robots complex skills, and Gradescope, an online grading platform used by over 500 universities. In addition to his academic role, he serves as an Investment Partner at AIX Ventures, a venture capital fund investing in AI startups. He is also known for his teaching and for hosting the podcast ""The Robot Brains.""",1
Alberto Sangiovanni Vincentelli,Not found,N/A,Alberto Sangiovanni Vincentelli is an academic researcher.,0
Ion Stoica,Not found,https://en.wikipedia.org/wiki/Ion_Stoica,"Ion Stoica is a Romanian-American computer scientist known for his expertise in distributed systems, cloud computing, and computer networking. He is a professor of computer science at the University of California, Berkeley, where he also co-directs the AMPLab. Stoica has made significant contributions to the field, including co-founding Conviva and Databricks, and he is recognized as one of the original developers of Apache Spark and Ray. His research has resulted in over 100 peer-reviewed papers, and he has received numerous accolades, including the ACM Ph.D. dissertation Award and the SIGOPS Mark Weiser Award. As of April 2025, he was ranked among the wealthiest individuals in Romania, reflecting his impact in both academia and industry.",1
Scott Moura,Not found,N/A,Scott Moura is an academic researcher.,0
Markita Landry,Not found,N/A,"Markita Landry is an academic affiliated with associate professor, chemical and biomolecular engineering, and neuroscience, uc berkeley. Their work relates to engineering.",0
Alexandre Bayen,Not found,N/A,"Alexandre Bayen is an academic affiliated with professor electrical engineering and computer science, uc berkeley. Their work relates to computer science.",0
Jeffrey A. REIMER,Not found,https://en.wikipedia.org/wiki/Jeffrey_Reimer,"Jeffrey Allen Reimer is an esteemed American chemist and academic, currently serving as the C. Judson King Endowed Professor and chair of the chemical and biomolecular engineering department at the University of California, Berkeley. With over 250 publications and more than 14,000 citations, his research focuses on materials chemistry, physics, and engineering, particularly in the areas of environmental protection and sustainability. Reimer has made significant contributions to the fields of electronic materials, gas separations, and NMR techniques, and has authored two influential books on chemical engineering and carbon capture. He has received numerous accolades, including the Humboldt Prize and fellowships from several prestigious scientific societies, and continues to be an active leader in his field.",1
Yang Yang (楊陽）,Not found,N/A,Yang Yang (楊陽） is an academic researcher.,0
Paul S. Weiss,Not found,N/A,"Paul S. Weiss is an academic affiliated with uc presidential chair, dist prof of chem &amp; biochem, bioeng, and matl sci &amp; eng, ucla.",0
Dan Geschwind,Not found,N/A,"Dan Geschwind is an academic affiliated with distinguished professor of neurology, psychiatry and human genetics, ucla. Their work relates to genetics.",0
Laurent Pilon,Not found,N/A,"The Morrin-Martinelli-Gier Memorial Heat Transfer Laboratory at UCLA focuses on research in heat transfer, contributing to advancements in this field through various publications and academic activities.",0
Ohyun Kwon,Not found,https://en.wikipedia.org/wiki/Ohyun_Kwon,"Ohyun Kwon is an American chemist and professor at the University of California, Los Angeles, specializing in organic transformations and the development of chiral catalysts. She earned her doctorate from Columbia University, focusing on glycolipid synthesis, and completed postdoctoral research at Harvard University on diversity-oriented synthesis. Kwon's notable contributions include the development of phosphine-based catalysts for asymmetric catalysis and the activation of C(sp3)–C(sp2) bonds in natural products. She has received several awards, including the Novartis Chemistry Lectureship Award and the Arthur C. Cope Scholar Award.",1
